# Header: trajectory of angry bird. 

 x [m]   y [m]   t [s] 
33.519  26.503   1.655 
33.521  26.504   1.655 
33.523  26.505   1.656 
33.525  26.506   1.656 
33.527  26.506   1.656 
33.529  26.507   1.656 
33.531  26.508   1.656 
33.533  26.509   1.656 
33.535  26.510   1.656 
33.537  26.510   1.656 
33.539  26.511   1.656 
33.541  26.512   1.656 
33.543  26.513   1.657 
33.545  26.514   1.657 
33.547  26.514   1.657 
33.549  26.515   1.657 
33.551  26.516   1.657 
33.553  26.517   1.657 
33.556  26.518   1.657 
33.558  26.518   1.657 
33.560  26.519   1.657 
33.562  26.520   1.657 
33.564  26.521   1.658 
33.566  26.521   1.658 
33.568  26.522   1.658 
33.570  26.523   1.658 
33.572  26.524   1.658 
33.574  26.525   1.658 
33.576  26.525   1.658 
33.578  26.526   1.658 
33.580  26.527   1.658 
33.582  26.528   1.658 
33.584  26.529   1.659 
33.586  26.529   1.659 
33.588  26.530   1.659 
33.590  26.531   1.659 
33.592  26.532   1.659 
33.594  26.532   1.659 
33.596  26.533   1.659 
33.598  26.534   1.659 
33.600  26.535   1.659 
33.602  26.536   1.659 
33.604  26.536   1.660 
33.606  26.537   1.660 
33.608  26.538   1.660 
33.610  26.539   1.660 
33.612  26.540   1.660 
33.614  26.540   1.660 
33.616  26.541   1.660 
33.618  26.542   1.660 
33.620  26.543   1.660 
33.622  26.543   1.660 
33.624  26.544   1.661 
33.626  26.545   1.661 
33.628  26.546   1.661 
33.630  26.547   1.661 
33.632  26.547   1.661 
33.634  26.548   1.661 
33.637  26.549   1.661 
33.639  26.550   1.661 
33.641  26.551   1.661 
33.643  26.551   1.661 
33.645  26.552   1.662 
33.647  26.553   1.662 
33.649  26.554   1.662 
33.651  26.554   1.662 
33.653  26.555   1.662 
33.655  26.556   1.662 
33.657  26.557   1.662 
33.659  26.558   1.662 
33.661  26.558   1.662 
33.663  26.559   1.662 
33.665  26.560   1.663 
33.667  26.561   1.663 
33.669  26.561   1.663 
33.671  26.562   1.663 
33.673  26.563   1.663 
33.675  26.564   1.663 
33.677  26.565   1.663 
33.679  26.565   1.663 
33.681  26.566   1.663 
33.683  26.567   1.663 
33.685  26.568   1.664 
33.687  26.568   1.664 
33.689  26.569   1.664 
33.691  26.570   1.664 
33.693  26.571   1.664 
33.695  26.572   1.664 
33.697  26.572   1.664 
33.699  26.573   1.664 
33.701  26.574   1.664 
33.703  26.575   1.664 
33.705  26.576   1.665 
33.707  26.576   1.665 
33.709  26.577   1.665 
33.711  26.578   1.665 
33.713  26.579   1.665 
33.715  26.579   1.665 
33.718  26.580   1.665 
33.720  26.581   1.665 
33.722  26.582   1.665 
33.724  26.583   1.665 
33.726  26.583   1.666 
33.728  26.584   1.666 
33.730  26.585   1.666 
33.732  26.586   1.666 
33.734  26.586   1.666 
33.736  26.587   1.666 
33.738  26.588   1.666 
33.740  26.589   1.666 
33.742  26.590   1.666 
33.744  26.590   1.666 
33.746  26.591   1.667 
33.748  26.592   1.667 
33.750  26.593   1.667 
33.752  26.593   1.667 
33.754  26.594   1.667 
33.756  26.595   1.667 
33.758  26.596   1.667 
33.760  26.597   1.667 
33.762  26.597   1.667 
33.764  26.598   1.667 
33.766  26.599   1.668 
33.768  26.600   1.668 
33.770  26.600   1.668 
33.772  26.601   1.668 
33.774  26.602   1.668 
33.776  26.603   1.668 
33.778  26.604   1.668 
33.780  26.604   1.668 
33.782  26.605   1.668 
33.784  26.606   1.668 
33.786  26.607   1.669 
33.788  26.607   1.669 
33.790  26.608   1.669 
33.792  26.609   1.669 
33.794  26.610   1.669 
33.796  26.611   1.669 
33.799  26.611   1.669 
33.801  26.612   1.669 
33.803  26.613   1.669 
33.805  26.614   1.669 
33.807  26.614   1.670 
33.809  26.615   1.670 
33.811  26.616   1.670 
33.813  26.617   1.670 
33.815  26.617   1.670 
33.817  26.618   1.670 
33.819  26.619   1.670 
33.821  26.620   1.670 
33.823  26.621   1.670 
33.825  26.621   1.670 
33.827  26.622   1.671 
33.829  26.623   1.671 
33.831  26.624   1.671 
33.833  26.624   1.671 
33.835  26.625   1.671 
33.837  26.626   1.671 
33.839  26.627   1.671 
33.841  26.628   1.671 
33.843  26.628   1.671 
33.845  26.629   1.671 
33.847  26.630   1.672 
33.849  26.631   1.672 
33.851  26.631   1.672 
33.853  26.632   1.672 
33.855  26.633   1.672 
33.857  26.634   1.672 
33.859  26.635   1.672 
33.861  26.635   1.672 
33.863  26.636   1.672 
33.865  26.637   1.672 
33.867  26.638   1.673 
33.869  26.638   1.673 
33.871  26.639   1.673 
33.873  26.640   1.673 
33.875  26.641   1.673 
33.877  26.641   1.673 
33.879  26.642   1.673 
33.882  26.643   1.673 
33.884  26.644   1.673 
33.886  26.645   1.673 
33.888  26.645   1.674 
33.890  26.646   1.674 
33.892  26.647   1.674 
33.894  26.648   1.674 
33.896  26.648   1.674 
33.898  26.649   1.674 
33.900  26.650   1.674 
33.902  26.651   1.674 
33.904  26.651   1.674 
33.906  26.652   1.674 
33.908  26.653   1.675 
33.910  26.654   1.675 
33.912  26.655   1.675 
33.914  26.655   1.675 
33.916  26.656   1.675 
33.918  26.657   1.675 
33.920  26.658   1.675 
33.922  26.658   1.675 
33.924  26.659   1.675 
33.926  26.660   1.675 
33.928  26.661   1.676 
33.930  26.661   1.676 
33.932  26.662   1.676 
33.934  26.663   1.676 
33.936  26.664   1.676 
33.938  26.665   1.676 
33.940  26.665   1.676 
33.942  26.666   1.676 
33.944  26.667   1.676 
33.946  26.668   1.676 
33.948  26.668   1.677 
33.950  26.669   1.677 
33.952  26.670   1.677 
33.954  26.671   1.677 
33.956  26.671   1.677 
33.958  26.672   1.677 
33.960  26.673   1.677 
33.963  26.674   1.677 
33.965  26.675   1.677 
33.967  26.675   1.677 
33.969  26.676   1.678 
33.971  26.677   1.678 
33.973  26.678   1.678 
33.975  26.678   1.678 
33.977  26.679   1.678 
33.979  26.680   1.678 
33.981  26.681   1.678 
33.983  26.681   1.678 
33.985  26.682   1.678 
33.987  26.683   1.678 
33.989  26.684   1.679 
33.991  26.685   1.679 
33.993  26.685   1.679 
33.995  26.686   1.679 
33.997  26.687   1.679 
33.999  26.688   1.679 
34.001  26.688   1.679 
34.003  26.689   1.679 
34.005  26.690   1.679 
34.007  26.691   1.679 
34.009  26.691   1.680 
34.011  26.692   1.680 
34.013  26.693   1.680 
34.015  26.694   1.680 
34.017  26.694   1.680 
34.019  26.695   1.680 
34.021  26.696   1.680 
34.023  26.697   1.680 
34.025  26.698   1.680 
34.027  26.698   1.680 
34.029  26.699   1.681 
34.031  26.700   1.681 
34.033  26.701   1.681 
34.035  26.701   1.681 
34.037  26.702   1.681 
34.039  26.703   1.681 
34.041  26.704   1.681 
34.044  26.704   1.681 
34.046  26.705   1.681 
34.048  26.706   1.681 
34.050  26.707   1.682 
34.052  26.707   1.682 
34.054  26.708   1.682 
34.056  26.709   1.682 
34.058  26.710   1.682 
34.060  26.711   1.682 
34.062  26.711   1.682 
34.064  26.712   1.682 
34.066  26.713   1.682 
34.068  26.714   1.682 
34.070  26.714   1.683 
34.072  26.715   1.683 
34.074  26.716   1.683 
34.076  26.717   1.683 
34.078  26.717   1.683 
34.080  26.718   1.683 
34.082  26.719   1.683 
34.084  26.720   1.683 
34.086  26.720   1.683 
34.088  26.721   1.683 
34.090  26.722   1.684 
34.092  26.723   1.684 
34.094  26.723   1.684 
34.096  26.724   1.684 
34.098  26.725   1.684 
34.100  26.726   1.684 
34.102  26.727   1.684 
34.104  26.727   1.684 
34.106  26.728   1.684 
34.108  26.729   1.684 
34.110  26.730   1.685 
34.112  26.730   1.685 
34.114  26.731   1.685 
34.116  26.732   1.685 
34.118  26.733   1.685 
34.120  26.733   1.685 
34.122  26.734   1.685 
34.125  26.735   1.685 
34.127  26.736   1.685 
34.129  26.736   1.685 
34.131  26.737   1.686 
34.133  26.738   1.686 
34.135  26.739   1.686 
34.137  26.739   1.686 
34.139  26.740   1.686 
34.141  26.741   1.686 
34.143  26.742   1.686 
34.145  26.742   1.686 
34.147  26.743   1.686 
34.149  26.744   1.686 
34.151  26.745   1.687 
34.153  26.746   1.687 
34.155  26.746   1.687 
34.157  26.747   1.687 
34.159  26.748   1.687 
34.161  26.749   1.687 
34.163  26.749   1.687 
34.165  26.750   1.687 
34.167  26.751   1.687 
34.169  26.752   1.687 
34.171  26.752   1.688 
34.173  26.753   1.688 
34.175  26.754   1.688 
34.177  26.755   1.688 
34.179  26.755   1.688 
34.181  26.756   1.688 
34.183  26.757   1.688 
34.185  26.758   1.688 
34.187  26.758   1.688 
34.189  26.759   1.688 
34.191  26.760   1.689 
34.193  26.761   1.689 
34.195  26.761   1.689 
34.197  26.762   1.689 
34.199  26.763   1.689 
34.201  26.764   1.689 
34.203  26.764   1.689 
34.205  26.765   1.689 
34.208  26.766   1.689 
34.210  26.767   1.689 
34.212  26.767   1.690 
34.214  26.768   1.690 
34.216  26.769   1.690 
34.218  26.770   1.690 
34.220  26.770   1.690 
34.222  26.771   1.690 
34.224  26.772   1.690 
34.226  26.773   1.690 
34.228  26.773   1.690 
34.230  26.774   1.690 
34.232  26.775   1.691 
34.234  26.776   1.691 
34.236  26.777   1.691 
34.238  26.777   1.691 
34.240  26.778   1.691 
34.242  26.779   1.691 
34.244  26.780   1.691 
34.246  26.780   1.691 
34.248  26.781   1.691 
34.250  26.782   1.691 
34.252  26.783   1.692 
34.254  26.783   1.692 
34.256  26.784   1.692 
34.258  26.785   1.692 
34.260  26.786   1.692 
34.262  26.786   1.692 
34.264  26.787   1.692 
34.266  26.788   1.692 
34.268  26.789   1.692 
34.270  26.789   1.692 
34.272  26.790   1.693 
34.274  26.791   1.693 
34.276  26.792   1.693 
34.278  26.792   1.693 
34.280  26.793   1.693 
34.282  26.794   1.693 
34.284  26.795   1.693 
34.286  26.795   1.693 
34.289  26.796   1.693 
34.291  26.797   1.693 
34.293  26.798   1.694 
34.295  26.798   1.694 
34.297  26.799   1.694 
34.299  26.800   1.694 
34.301  26.801   1.694 
34.303  26.801   1.694 
34.305  26.802   1.694 
34.307  26.803   1.694 
34.309  26.804   1.694 
34.311  26.804   1.694 
34.313  26.805   1.695 
34.315  26.806   1.695 
34.317  26.807   1.695 
34.319  26.807   1.695 
34.321  26.808   1.695 
34.323  26.809   1.695 
34.325  26.810   1.695 
34.327  26.810   1.695 
34.329  26.811   1.695 
34.331  26.812   1.695 
34.333  26.813   1.696 
34.335  26.813   1.696 
34.337  26.814   1.696 
34.339  26.815   1.696 
34.341  26.816   1.696 
34.343  26.816   1.696 
34.345  26.817   1.696 
34.347  26.818   1.696 
34.349  26.819   1.696 
34.351  26.819   1.696 
34.353  26.820   1.697 
34.355  26.821   1.697 
34.357  26.822   1.697 
34.359  26.822   1.697 
34.361  26.823   1.697 
34.363  26.824   1.697 
34.365  26.825   1.697 
34.367  26.825   1.697 
34.370  26.826   1.697 
34.372  26.827   1.697 
34.374  26.828   1.698 
34.376  26.828   1.698 
34.378  26.829   1.698 
34.380  26.830   1.698 
34.382  26.831   1.698 
34.384  26.831   1.698 
34.386  26.832   1.698 
34.388  26.833   1.698 
34.390  26.834   1.698 
34.392  26.834   1.698 
34.394  26.835   1.699 
34.396  26.836   1.699 
34.398  26.837   1.699 
34.400  26.837   1.699 
34.402  26.838   1.699 
34.404  26.839   1.699 
34.406  26.840   1.699 
34.408  26.840   1.699 
34.410  26.841   1.699 
34.412  26.842   1.699 
34.414  26.843   1.700 
34.416  26.843   1.700 
34.418  26.844   1.700 
34.420  26.845   1.700 
34.422  26.845   1.700 
34.424  26.846   1.700 
34.426  26.847   1.700 
34.428  26.848   1.700 
34.430  26.848   1.700 
34.432  26.849   1.700 
34.434  26.850   1.701 
34.436  26.851   1.701 
34.438  26.851   1.701 
34.440  26.852   1.701 
34.442  26.853   1.701 
34.444  26.854   1.701 
34.446  26.854   1.701 
34.448  26.855   1.701 
34.450  26.856   1.701 
34.453  26.857   1.701 
34.455  26.857   1.702 
34.457  26.858   1.702 
34.459  26.859   1.702 
34.461  26.860   1.702 
34.463  26.860   1.702 
34.465  26.861   1.702 
34.467  26.862   1.702 
34.469  26.863   1.702 
34.471  26.863   1.702 
34.473  26.864   1.702 
34.475  26.865   1.703 
34.477  26.866   1.703 
34.479  26.866   1.703 
34.481  26.867   1.703 
34.483  26.868   1.703 
34.485  26.869   1.703 
34.487  26.869   1.703 
34.489  26.870   1.703 
34.491  26.871   1.703 
34.493  26.872   1.703 
34.495  26.872   1.704 
34.497  26.873   1.704 
34.499  26.874   1.704 
34.501  26.874   1.704 
34.503  26.875   1.704 
34.505  26.876   1.704 
34.507  26.877   1.704 
34.509  26.877   1.704 
34.511  26.878   1.704 
34.513  26.879   1.704 
34.515  26.880   1.705 
34.517  26.880   1.705 
34.519  26.881   1.705 
34.521  26.882   1.705 
34.523  26.883   1.705 
34.525  26.883   1.705 
34.527  26.884   1.705 
34.529  26.885   1.705 
34.531  26.886   1.705 
34.534  26.886   1.705 
34.536  26.887   1.706 
34.538  26.888   1.706 
34.540  26.889   1.706 
34.542  26.889   1.706 
34.544  26.890   1.706 
34.546  26.891   1.706 
34.548  26.892   1.706 
34.550  26.892   1.706 
34.552  26.893   1.706 
34.554  26.894   1.706 
34.556  26.894   1.707 
34.558  26.895   1.707 
34.560  26.896   1.707 
34.562  26.897   1.707 
34.564  26.897   1.707 
34.566  26.898   1.707 
34.568  26.899   1.707 
34.570  26.900   1.707 
34.572  26.900   1.707 
34.574  26.901   1.707 
34.576  26.902   1.708 
34.578  26.903   1.708 
34.580  26.903   1.708 
34.582  26.904   1.708 
34.584  26.905   1.708 
34.586  26.906   1.708 
34.588  26.906   1.708 
34.590  26.907   1.708 
34.592  26.908   1.708 
34.594  26.908   1.708 
34.596  26.909   1.709 
34.598  26.910   1.709 
34.600  26.911   1.709 
34.602  26.911   1.709 
34.604  26.912   1.709 
34.606  26.913   1.709 
34.608  26.914   1.709 
34.610  26.914   1.709 
34.612  26.915   1.709 
34.615  26.916   1.709 
34.617  26.917   1.710 
34.619  26.917   1.710 
34.621  26.918   1.710 
34.623  26.919   1.710 
34.625  26.920   1.710 
34.627  26.920   1.710 
34.629  26.921   1.710 
34.631  26.922   1.710 
34.633  26.922   1.710 
34.635  26.923   1.710 
34.637  26.924   1.711 
34.639  26.925   1.711 
34.641  26.925   1.711 
34.643  26.926   1.711 
34.645  26.927   1.711 
34.647  26.928   1.711 
34.649  26.928   1.711 
34.651  26.929   1.711 
34.653  26.930   1.711 
34.655  26.931   1.711 
34.657  26.931   1.712 
34.659  26.932   1.712 
34.661  26.933   1.712 
34.663  26.933   1.712 
34.665  26.934   1.712 
34.667  26.935   1.712 
34.669  26.936   1.712 
34.671  26.936   1.712 
34.673  26.937   1.712 
34.675  26.938   1.712 
34.677  26.939   1.713 
34.679  26.939   1.713 
34.681  26.940   1.713 
34.683  26.941   1.713 
34.685  26.942   1.713 
34.687  26.942   1.713 
34.689  26.943   1.713 
34.691  26.944   1.713 
34.693  26.944   1.713 
34.696  26.945   1.713 
34.698  26.946   1.714 
34.700  26.947   1.714 
34.702  26.947   1.714 
34.704  26.948   1.714 
34.706  26.949   1.714 
34.708  26.950   1.714 
34.710  26.950   1.714 
34.712  26.951   1.714 
34.714  26.952   1.714 
34.716  26.953   1.714 
34.718  26.953   1.715 
34.720  26.954   1.715 
34.722  26.955   1.715 
34.724  26.955   1.715 
34.726  26.956   1.715 
34.728  26.957   1.715 
34.730  26.958   1.715 
34.732  26.958   1.715 
34.734  26.959   1.715 
34.736  26.960   1.715 
34.738  26.961   1.716 
34.740  26.961   1.716 
34.742  26.962   1.716 
34.744  26.963   1.716 
34.746  26.963   1.716 
34.748  26.964   1.716 
34.750  26.965   1.716 
34.752  26.966   1.716 
34.754  26.966   1.716 
34.756  26.967   1.716 
34.758  26.968   1.717 
34.760  26.969   1.717 
34.762  26.969   1.717 
34.764  26.970   1.717 
34.766  26.971   1.717 
34.768  26.972   1.717 
34.770  26.972   1.717 
34.772  26.973   1.717 
34.774  26.974   1.717 
34.776  26.974   1.717 
34.779  26.975   1.718 
34.781  26.976   1.718 
34.783  26.977   1.718 
34.785  26.977   1.718 
34.787  26.978   1.718 
34.789  26.979   1.718 
34.791  26.980   1.718 
34.793  26.980   1.718 
34.795  26.981   1.718 
34.797  26.982   1.718 
34.799  26.982   1.719 
34.801  26.983   1.719 
34.803  26.984   1.719 
34.805  26.985   1.719 
34.807  26.985   1.719 
34.809  26.986   1.719 
34.811  26.987   1.719 
34.813  26.988   1.719 
34.815  26.988   1.719 
34.817  26.989   1.719 
34.819  26.990   1.720 
34.821  26.990   1.720 
34.823  26.991   1.720 
34.825  26.992   1.720 
34.827  26.993   1.720 
34.829  26.993   1.720 
34.831  26.994   1.720 
34.833  26.995   1.720 
34.835  26.995   1.720 
34.837  26.996   1.720 
34.839  26.997   1.721 
34.841  26.998   1.721 
34.843  26.998   1.721 
34.845  26.999   1.721 
34.847  27.000   1.721 
34.849  27.001   1.721 
34.851  27.001   1.721 
34.853  27.002   1.721 
34.855  27.003   1.721 
34.857  27.003   1.721 
34.860  27.004   1.722 
34.862  27.005   1.722 
34.864  27.006   1.722 
34.866  27.006   1.722 
34.868  27.007   1.722 
34.870  27.008   1.722 
34.872  27.009   1.722 
34.874  27.009   1.722 
34.876  27.010   1.722 
34.878  27.011   1.722 
34.880  27.011   1.723 
34.882  27.012   1.723 
34.884  27.013   1.723 
34.886  27.014   1.723 
34.888  27.014   1.723 
34.890  27.015   1.723 
34.892  27.016   1.723 
34.894  27.016   1.723 
34.896  27.017   1.723 
34.898  27.018   1.723 
34.900  27.019   1.724 
34.902  27.019   1.724 
34.904  27.020   1.724 
34.906  27.021   1.724 
34.908  27.022   1.724 
34.910  27.022   1.724 
34.912  27.023   1.724 
34.914  27.024   1.724 
34.916  27.024   1.724 
34.918  27.025   1.724 
34.920  27.026   1.725 
34.922  27.027   1.725 
34.924  27.027   1.725 
34.926  27.028   1.725 
34.928  27.029   1.725 
34.930  27.029   1.725 
34.932  27.030   1.725 
34.934  27.031   1.725 
34.936  27.032   1.725 
34.938  27.032   1.725 
34.941  27.033   1.726 
34.943  27.034   1.726 
34.945  27.035   1.726 
34.947  27.035   1.726 
34.949  27.036   1.726 
34.951  27.037   1.726 
34.953  27.037   1.726 
34.955  27.038   1.726 
34.957  27.039   1.726 
34.959  27.040   1.726 
34.961  27.040   1.727 
34.963  27.041   1.727 
34.965  27.042   1.727 
34.967  27.042   1.727 
34.969  27.043   1.727 
34.971  27.044   1.727 
34.973  27.045   1.727 
34.975  27.045   1.727 
34.977  27.046   1.727 
34.979  27.047   1.727 
34.981  27.047   1.728 
34.983  27.048   1.728 
34.985  27.049   1.728 
34.987  27.050   1.728 
34.989  27.050   1.728 
34.991  27.051   1.728 
34.993  27.052   1.728 
34.995  27.052   1.728 
34.997  27.053   1.728 
34.999  27.054   1.728 
35.001  27.055   1.729 
35.003  27.055   1.729 
35.005  27.056   1.729 
35.007  27.057   1.729 
35.009  27.058   1.729 
35.011  27.058   1.729 
35.013  27.059   1.729 
35.015  27.060   1.729 
35.017  27.060   1.729 
35.019  27.061   1.729 
35.022  27.062   1.730 
35.024  27.063   1.730 
35.026  27.063   1.730 
35.028  27.064   1.730 
35.030  27.065   1.730 
35.032  27.065   1.730 
35.034  27.066   1.730 
35.036  27.067   1.730 
35.038  27.068   1.730 
35.040  27.068   1.730 
35.042  27.069   1.731 
35.044  27.070   1.731 
35.046  27.070   1.731 
35.048  27.071   1.731 
35.050  27.072   1.731 
35.052  27.073   1.731 
35.054  27.073   1.731 
35.056  27.074   1.731 
35.058  27.075   1.731 
35.060  27.075   1.731 
35.062  27.076   1.732 
35.064  27.077   1.732 
35.066  27.078   1.732 
35.068  27.078   1.732 
35.070  27.079   1.732 
35.072  27.080   1.732 
35.074  27.080   1.732 
35.076  27.081   1.732 
35.078  27.082   1.732 
35.080  27.083   1.732 
35.082  27.083   1.733 
35.084  27.084   1.733 
35.086  27.085   1.733 
35.088  27.085   1.733 
35.090  27.086   1.733 
35.092  27.087   1.733 
35.094  27.088   1.733 
35.096  27.088   1.733 
35.098  27.089   1.733 
35.100  27.090   1.733 
35.102  27.090   1.734 
35.105  27.091   1.734 
35.107  27.092   1.734 
35.109  27.093   1.734 
35.111  27.093   1.734 
35.113  27.094   1.734 
35.115  27.095   1.734 
35.117  27.095   1.734 
35.119  27.096   1.734 
35.121  27.097   1.734 
35.123  27.097   1.735 
35.125  27.098   1.735 
35.127  27.099   1.735 
35.129  27.100   1.735 
35.131  27.100   1.735 
35.133  27.101   1.735 
35.135  27.102   1.735 
35.137  27.102   1.735 
35.139  27.103   1.735 
35.141  27.104   1.735 
35.143  27.105   1.736 
35.145  27.105   1.736 
35.147  27.106   1.736 
35.149  27.107   1.736 
35.151  27.107   1.736 
35.153  27.108   1.736 
35.155  27.109   1.736 
35.157  27.110   1.736 
35.159  27.110   1.736 
35.161  27.111   1.736 
35.163  27.112   1.737 
35.165  27.112   1.737 
35.167  27.113   1.737 
35.169  27.114   1.737 
35.171  27.115   1.737 
35.173  27.115   1.737 
35.175  27.116   1.737 
35.177  27.117   1.737 
35.179  27.117   1.737 
35.181  27.118   1.737 
35.183  27.119   1.738 
35.186  27.120   1.738 
35.188  27.120   1.738 
35.190  27.121   1.738 
35.192  27.122   1.738 
35.194  27.122   1.738 
35.196  27.123   1.738 
35.198  27.124   1.738 
35.200  27.124   1.738 
35.202  27.125   1.738 
35.204  27.126   1.739 
35.206  27.127   1.739 
35.208  27.127   1.739 
35.210  27.128   1.739 
35.212  27.129   1.739 
35.214  27.129   1.739 
35.216  27.130   1.739 
35.218  27.131   1.739 
35.220  27.132   1.739 
35.222  27.132   1.739 
35.224  27.133   1.740 
35.226  27.134   1.740 
35.228  27.134   1.740 
35.230  27.135   1.740 
35.232  27.136   1.740 
35.234  27.136   1.740 
35.236  27.137   1.740 
35.238  27.138   1.740 
35.240  27.139   1.740 
35.242  27.139   1.740 
35.244  27.140   1.741 
35.246  27.141   1.741 
35.248  27.141   1.741 
35.250  27.142   1.741 
35.252  27.143   1.741 
35.254  27.144   1.741 
35.256  27.144   1.741 
35.258  27.145   1.741 
35.260  27.146   1.741 
35.262  27.146   1.741 
35.264  27.147   1.742 
35.267  27.148   1.742 
35.269  27.148   1.742 
35.271  27.149   1.742 
35.273  27.150   1.742 
35.275  27.151   1.742 
35.277  27.151   1.742 
35.279  27.152   1.742 
35.281  27.153   1.742 
35.283  27.153   1.742 
35.285  27.154   1.743 
35.287  27.155   1.743 
35.289  27.155   1.743 
35.291  27.156   1.743 
35.293  27.157   1.743 
35.295  27.158   1.743 
35.297  27.158   1.743 
35.299  27.159   1.743 
35.301  27.160   1.743 
35.303  27.160   1.743 
35.305  27.161   1.744 
35.307  27.162   1.744 
35.309  27.163   1.744 
35.311  27.163   1.744 
35.313  27.164   1.744 
35.315  27.165   1.744 
35.317  27.165   1.744 
35.319  27.166   1.744 
35.321  27.167   1.744 
35.323  27.167   1.744 
35.325  27.168   1.745 
35.327  27.169   1.745 
35.329  27.170   1.745 
35.331  27.170   1.745 
35.333  27.171   1.745 
35.335  27.172   1.745 
35.337  27.172   1.745 
35.339  27.173   1.745 
35.341  27.174   1.745 
35.343  27.174   1.745 
35.345  27.175   1.746 
35.347  27.176   1.746 
35.350  27.177   1.746 
35.352  27.177   1.746 
35.354  27.178   1.746 
35.356  27.179   1.746 
35.358  27.179   1.746 
35.360  27.180   1.746 
35.362  27.181   1.746 
35.364  27.181   1.746 
35.366  27.182   1.747 
35.368  27.183   1.747 
35.370  27.184   1.747 
35.372  27.184   1.747 
35.374  27.185   1.747 
35.376  27.186   1.747 
35.378  27.186   1.747 
35.380  27.187   1.747 
35.382  27.188   1.747 
35.384  27.188   1.747 
35.386  27.189   1.748 
35.388  27.190   1.748 
35.390  27.191   1.748 
35.392  27.191   1.748 
35.394  27.192   1.748 
35.396  27.193   1.748 
35.398  27.193   1.748 
35.400  27.194   1.748 
35.402  27.195   1.748 
35.404  27.195   1.748 
35.406  27.196   1.749 
35.408  27.197   1.749 
35.410  27.198   1.749 
35.412  27.198   1.749 
35.414  27.199   1.749 
35.416  27.200   1.749 
35.418  27.200   1.749 
35.420  27.201   1.749 
35.422  27.202   1.749 
35.424  27.202   1.749 
35.426  27.203   1.750 
35.428  27.204   1.750 
35.431  27.204   1.750 
35.433  27.205   1.750 
35.435  27.206   1.750 
35.437  27.207   1.750 
35.439  27.207   1.750 
35.441  27.208   1.750 
35.443  27.209   1.750 
35.445  27.209   1.750 
35.447  27.210   1.751 
35.449  27.211   1.751 
35.451  27.211   1.751 
35.453  27.212   1.751 
35.455  27.213   1.751 
35.457  27.214   1.751 
35.459  27.214   1.751 
35.461  27.215   1.751 
35.463  27.216   1.751 
35.465  27.216   1.751 
35.467  27.217   1.752 
35.469  27.218   1.752 
35.471  27.218   1.752 
35.473  27.219   1.752 
35.475  27.220   1.752 
35.477  27.220   1.752 
35.479  27.221   1.752 
35.481  27.222   1.752 
35.483  27.223   1.752 
35.485  27.223   1.752 
35.487  27.224   1.753 
35.489  27.225   1.753 
35.491  27.225   1.753 
35.493  27.226   1.753 
35.495  27.227   1.753 
35.497  27.227   1.753 
35.499  27.228   1.753 
35.501  27.229   1.753 
35.503  27.229   1.753 
35.505  27.230   1.753 
35.507  27.231   1.754 
35.509  27.232   1.754 
35.512  27.232   1.754 
35.514  27.233   1.754 
35.516  27.234   1.754 
35.518  27.234   1.754 
35.520  27.235   1.754 
35.522  27.236   1.754 
35.524  27.236   1.754 
35.526  27.237   1.754 
35.528  27.238   1.755 
35.530  27.238   1.755 
35.532  27.239   1.755 
35.534  27.240   1.755 
35.536  27.241   1.755 
35.538  27.241   1.755 
35.540  27.242   1.755 
35.542  27.243   1.755 
35.544  27.243   1.755 
35.546  27.244   1.755 
35.548  27.245   1.756 
35.550  27.245   1.756 
35.552  27.246   1.756 
35.554  27.247   1.756 
35.556  27.247   1.756 
35.558  27.248   1.756 
35.560  27.249   1.756 
35.562  27.250   1.756 
35.564  27.250   1.756 
35.566  27.251   1.756 
35.568  27.252   1.757 
35.570  27.252   1.757 
35.572  27.253   1.757 
35.574  27.254   1.757 
35.576  27.254   1.757 
35.578  27.255   1.757 
35.580  27.256   1.757 
35.582  27.256   1.757 
35.584  27.257   1.757 
35.586  27.258   1.757 
35.588  27.259   1.758 
35.590  27.259   1.758 
35.593  27.260   1.758 
35.595  27.261   1.758 
35.597  27.261   1.758 
35.599  27.262   1.758 
35.601  27.263   1.758 
35.603  27.263   1.758 
35.605  27.264   1.758 
35.607  27.265   1.758 
35.609  27.265   1.759 
35.611  27.266   1.759 
35.613  27.267   1.759 
35.615  27.267   1.759 
35.617  27.268   1.759 
35.619  27.269   1.759 
35.621  27.270   1.759 
35.623  27.270   1.759 
35.625  27.271   1.759 
35.627  27.272   1.759 
35.629  27.272   1.760 
35.631  27.273   1.760 
35.633  27.274   1.760 
35.635  27.274   1.760 
35.637  27.275   1.760 
35.639  27.276   1.760 
35.641  27.276   1.760 
35.643  27.277   1.760 
35.645  27.278   1.760 
35.647  27.278   1.760 
35.649  27.279   1.761 
35.651  27.280   1.761 
35.653  27.281   1.761 
35.655  27.281   1.761 
35.657  27.282   1.761 
35.659  27.283   1.761 
35.661  27.283   1.761 
35.663  27.284   1.761 
35.665  27.285   1.761 
35.667  27.285   1.761 
35.669  27.286   1.762 
35.671  27.287   1.762 
35.673  27.287   1.762 
35.676  27.288   1.762 
35.678  27.289   1.762 
35.680  27.289   1.762 
35.682  27.290   1.762 
35.684  27.291   1.762 
35.686  27.291   1.762 
35.688  27.292   1.762 
35.690  27.293   1.763 
35.692  27.294   1.763 
